sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
covid19_24001-24601_stem-185-248, 0.203125, 0.218750, 0.265625, 0.312500, 0.047619, 0.079365, 0.031746, 0.031746, 0.095238, 0.015873, 0.015873, 0.095238, 0.015873, 0.079365, 0.095238, 0.079365, 0.047619, 0.047619, 0.126984, 0.095238, 0.484375, 1.214286, 64.000000, 19.000000, 0.296875, 0.315789, 0.421053, 0.263158, 0.105263, 0.140351, 0.087719, 0.071429, 0.125000, 0.160714, 0.107143, 0.000000, 0.000000, 0.053571, 0.035714, 0.017857, 0.000000, 0.017857, 0.017857, 0.000000, 0.000000, 0.000000, 0.035714, 0.017857, 0.017857, 0.017857, 0.017857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017857, 0.000000, 0.000000, 0.089286, 0.053571, 0.053571, 0.071429, -18.500000, -20.540000, 0.036444, 7.870000, 0.031875, 0.397018, -0.289062, -0.596774, -0.096354, -0.973684
covid19_24001-24601_stem-320-381, 0.354839, 0.209677, 0.112903, 0.322581, 0.180328, 0.049180, 0.032787, 0.098361, 0.098361, 0.032787, 0.000000, 0.065574, 0.032787, 0.049180, 0.016393, 0.016393, 0.049180, 0.065574, 0.065574, 0.147541, 0.322581, 0.538462, 62.000000, 14.000000, 0.225806, 0.642857, 0.285714, 0.071429, 0.321429, 0.142857, 0.035714, 0.074074, 0.074074, 0.092593, 0.092593, 0.055556, 0.000000, 0.000000, 0.018519, 0.000000, 0.000000, 0.000000, 0.000000, 0.018519, 0.018519, 0.037037, 0.000000, 0.018519, 0.000000, 0.000000, 0.055556, 0.000000, 0.000000, 0.000000, 0.000000, 0.055556, 0.000000, 0.000000, 0.018519, 0.129630, 0.111111, 0.000000, 0.129630, -8.400000, -9.410000, 0.195183, 6.380000, 0.016290, 0.308734, -0.135484, -0.420000, -0.067742, -0.600000
covid19_24001-24601_stem-432-514, 0.289157, 0.192771, 0.132530, 0.385542, 0.134146, 0.060976, 0.036585, 0.060976, 0.073171, 0.024390, 0.024390, 0.073171, 0.012195, 0.048780, 0.012195, 0.060976, 0.060976, 0.060976, 0.060976, 0.195122, 0.325301, 0.687500, 83.000000, 18.000000, 0.216867, 0.555556, 0.388889, 0.055556, 0.277778, 0.194444, 0.027778, 0.080000, 0.040000, 0.053333, 0.120000, 0.026667, 0.026667, 0.026667, 0.000000, 0.000000, 0.013333, 0.000000, 0.026667, 0.013333, 0.000000, 0.000000, 0.026667, 0.013333, 0.026667, 0.026667, 0.013333, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.013333, 0.000000, 0.013333, 0.133333, 0.093333, 0.040000, 0.160000, -11.800000, -13.510000, 0.062007, 7.410000, 0.020602, 0.299321, -0.142169, -0.437037, -0.071084, -0.655556
covid19_24301-24901_stem-238-317, 0.375000, 0.162500, 0.200000, 0.262500, 0.101266, 0.063291, 0.101266, 0.101266, 0.126582, 0.000000, 0.000000, 0.037975, 0.088608, 0.050633, 0.025316, 0.037975, 0.050633, 0.050633, 0.075949, 0.088608, 0.362500, 1.230769, 80.000000, 24.000000, 0.300000, 0.625000, 0.291667, 0.083333, 0.156250, 0.072917, 0.020833, 0.138889, 0.069444, 0.097222, 0.166667, 0.027778, 0.027778, 0.000000, 0.027778, 0.013889, 0.013889, 0.013889, 0.000000, 0.041667, 0.000000, 0.000000, 0.000000, 0.013889, 0.000000, 0.027778, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.013889, 0.000000, 0.013889, 0.000000, 0.097222, 0.055556, 0.069444, 0.041667, -18.600000, -19.350000, 0.295886, 2.510000, 0.009375, 0.089218, -0.232500, -0.641379, -0.058125, -0.775000
covid19_24401-25001_stem-191-257, 0.343284, 0.179104, 0.194030, 0.283582, 0.136364, 0.030303, 0.106061, 0.075758, 0.060606, 0.000000, 0.000000, 0.121212, 0.060606, 0.090909, 0.000000, 0.030303, 0.075758, 0.060606, 0.090909, 0.060606, 0.373134, 1.083333, 67.000000, 16.000000, 0.238806, 0.500000, 0.500000, 0.000000, 0.250000, 0.250000, 0.000000, 0.083333, 0.050000, 0.083333, 0.050000, 0.033333, 0.050000, 0.016667, 0.016667, 0.016667, 0.000000, 0.000000, 0.050000, 0.033333, 0.016667, 0.000000, 0.000000, 0.000000, 0.033333, 0.033333, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033333, 0.000000, 0.000000, 0.016667, 0.150000, 0.033333, 0.050000, 0.100000, -11.800000, -13.510000, 0.062214, 13.840000, 0.025522, 0.605064, -0.176119, -0.472000, -0.088060, -0.737500
covid19_24401-25001_stem-398-475, 0.243590, 0.205128, 0.217949, 0.333333, 0.090909, 0.064935, 0.025974, 0.051948, 0.103896, 0.025974, 0.012987, 0.064935, 0.038961, 0.038961, 0.051948, 0.090909, 0.012987, 0.064935, 0.129870, 0.129870, 0.423077, 1.062500, 78.000000, 21.000000, 0.269231, 0.571429, 0.380952, 0.047619, 0.190476, 0.126984, 0.015873, 0.130435, 0.086957, 0.086957, 0.159420, 0.014493, 0.000000, 0.028986, 0.014493, 0.000000, 0.014493, 0.000000, 0.000000, 0.000000, 0.014493, 0.014493, 0.014493, 0.028986, 0.014493, 0.000000, 0.014493, 0.000000, 0.000000, 0.000000, 0.000000, 0.014493, 0.000000, 0.000000, 0.014493, 0.072464, 0.043478, 0.086957, 0.130435, -21.200000, -22.990000, 0.054441, 18.420000, 0.022949, 0.723617, -0.271795, -0.642424, -0.090598, -1.009524
covid19_24601-25201_stem-486-570, 0.376471, 0.211765, 0.152941, 0.258824, 0.190476, 0.035714, 0.059524, 0.095238, 0.083333, 0.047619, 0.023810, 0.059524, 0.083333, 0.023810, 0.011905, 0.035714, 0.023810, 0.095238, 0.059524, 0.071429, 0.364706, 0.722222, 85.000000, 19.000000, 0.223529, 0.578947, 0.263158, 0.157895, 0.192982, 0.087719, 0.052632, 0.096386, 0.036145, 0.072289, 0.108434, 0.012048, 0.012048, 0.012048, 0.036145, 0.000000, 0.012048, 0.000000, 0.000000, 0.012048, 0.048193, 0.000000, 0.000000, 0.024096, 0.012048, 0.012048, 0.024096, 0.000000, 0.000000, 0.000000, 0.000000, 0.024096, 0.012048, 0.000000, 0.024096, 0.216867, 0.072289, 0.060241, 0.060241, -9.400000, -11.670000, 0.025097, 26.160000, 0.026706, 0.931935, -0.110588, -0.303226, -0.036863, -0.494737
covid19_24701-25301_stem-34-100, 0.253731, 0.253731, 0.194030, 0.298507, 0.090909, 0.075758, 0.045455, 0.045455, 0.090909, 0.045455, 0.000000, 0.121212, 0.045455, 0.045455, 0.015152, 0.075758, 0.030303, 0.075758, 0.136364, 0.060606, 0.447761, 0.764706, 67.000000, 19.000000, 0.283582, 0.421053, 0.526316, 0.052632, 0.140351, 0.175439, 0.017544, 0.050847, 0.084746, 0.084746, 0.101695, 0.050847, 0.050847, 0.016949, 0.016949, 0.000000, 0.033898, 0.000000, 0.067797, 0.016949, 0.016949, 0.000000, 0.016949, 0.033898, 0.016949, 0.050847, 0.033898, 0.000000, 0.000000, 0.016949, 0.000000, 0.033898, 0.000000, 0.000000, 0.016949, 0.084746, 0.050847, 0.016949, 0.033898, -13.800000, -15.760000, 0.041262, 13.320000, 0.029254, 0.522207, -0.205970, -0.460000, -0.068657, -0.726316
covid19_24801-25401_stem-336-405, 0.371429, 0.157143, 0.185714, 0.285714, 0.159420, 0.014493, 0.057971, 0.144928, 0.057971, 0.028986, 0.014493, 0.057971, 0.072464, 0.028986, 0.043478, 0.043478, 0.072464, 0.086957, 0.072464, 0.043478, 0.342857, 1.181818, 70.000000, 13.000000, 0.185714, 0.538462, 0.461538, 0.000000, 0.269231, 0.230769, 0.000000, 0.048387, 0.064516, 0.048387, 0.080645, 0.016129, 0.016129, 0.032258, 0.000000, 0.000000, 0.016129, 0.000000, 0.016129, 0.016129, 0.000000, 0.016129, 0.016129, 0.032258, 0.016129, 0.000000, 0.016129, 0.000000, 0.000000, 0.016129, 0.000000, 0.016129, 0.016129, 0.000000, 0.016129, 0.225806, 0.032258, 0.080645, 0.145161, -8.400000, -10.360000, 0.041390, 10.710000, 0.028000, 0.525476, -0.120000, -0.350000, -0.060000, -0.646154
covid19_24801-25401_stem-477-539, 0.190476, 0.158730, 0.285714, 0.365079, 0.064516, 0.016129, 0.064516, 0.048387, 0.032258, 0.016129, 0.000000, 0.096774, 0.064516, 0.064516, 0.048387, 0.112903, 0.016129, 0.064516, 0.177419, 0.112903, 0.444444, 1.800000, 63.000000, 19.000000, 0.301587, 0.315789, 0.421053, 0.263158, 0.078947, 0.105263, 0.065789, 0.090909, 0.072727, 0.109091, 0.163636, 0.018182, 0.036364, 0.036364, 0.018182, 0.000000, 0.018182, 0.000000, 0.054545, 0.018182, 0.000000, 0.000000, 0.018182, 0.000000, 0.018182, 0.072727, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018182, 0.018182, 0.072727, 0.000000, 0.054545, 0.072727, -18.600000, -19.200000, 0.379230, 4.220000, 0.009524, 0.195238, -0.295238, -0.664286, -0.073810, -0.978947
covid19_24801-25401_stem-527-589, 0.396825, 0.190476, 0.190476, 0.222222, 0.129032, 0.096774, 0.080645, 0.080645, 0.096774, 0.016129, 0.032258, 0.048387, 0.112903, 0.032258, 0.016129, 0.032258, 0.048387, 0.048387, 0.064516, 0.064516, 0.380952, 1.000000, 63.000000, 17.000000, 0.269841, 0.470588, 0.411765, 0.117647, 0.156863, 0.137255, 0.039216, 0.109091, 0.054545, 0.109091, 0.127273, 0.036364, 0.036364, 0.000000, 0.018182, 0.018182, 0.000000, 0.000000, 0.000000, 0.036364, 0.018182, 0.018182, 0.000000, 0.000000, 0.018182, 0.036364, 0.036364, 0.000000, 0.000000, 0.000000, 0.000000, 0.036364, 0.018182, 0.000000, 0.018182, 0.163636, 0.036364, 0.018182, 0.036364, -14.100000, -15.130000, 0.187325, 8.180000, 0.016349, 0.322069, -0.223810, -0.587500, -0.074603, -0.829412
covid19_25001-25601_stem-486-562, 0.181818, 0.272727, 0.194805, 0.350649, 0.026316, 0.078947, 0.013158, 0.052632, 0.065789, 0.052632, 0.052632, 0.105263, 0.039474, 0.078947, 0.039474, 0.039474, 0.039474, 0.065789, 0.092105, 0.157895, 0.467532, 0.714286, 77.000000, 21.000000, 0.272727, 0.380952, 0.523810, 0.095238, 0.126984, 0.174603, 0.031746, 0.058824, 0.117647, 0.147059, 0.088235, 0.044118, 0.014706, 0.014706, 0.014706, 0.000000, 0.014706, 0.000000, 0.014706, 0.029412, 0.014706, 0.000000, 0.014706, 0.014706, 0.014706, 0.014706, 0.044118, 0.000000, 0.000000, 0.000000, 0.000000, 0.014706, 0.029412, 0.000000, 0.014706, 0.014706, 0.058824, 0.029412, 0.161765, -21.100000, -22.090000, 0.201120, 5.550000, 0.012857, 0.202582, -0.274026, -0.586111, -0.091342, -1.004762
covid19_25201-25801_stem-1-89, 0.213483, 0.134831, 0.258427, 0.393258, 0.022727, 0.034091, 0.056818, 0.102273, 0.045455, 0.022727, 0.000000, 0.068182, 0.034091, 0.079545, 0.056818, 0.090909, 0.102273, 0.000000, 0.147727, 0.136364, 0.393258, 1.916667, 89.000000, 33.000000, 0.370787, 0.424242, 0.333333, 0.242424, 0.070707, 0.055556, 0.040404, 0.111111, 0.098765, 0.135802, 0.148148, 0.049383, 0.024691, 0.024691, 0.037037, 0.012346, 0.012346, 0.024691, 0.061728, 0.000000, 0.000000, 0.000000, 0.037037, 0.000000, 0.012346, 0.061728, 0.061728, 0.000000, 0.000000, 0.012346, 0.012346, 0.012346, 0.000000, 0.000000, 0.037037, 0.000000, 0.000000, 0.012346, 0.000000, -27.200000, -28.970000, 0.056870, 9.120000, 0.019888, 0.284152, -0.305618, -0.777143, -0.050936, -0.824242
covid19_25201-25801_stem-396-499, 0.173077, 0.230769, 0.221154, 0.375000, 0.048544, 0.077670, 0.038835, 0.009709, 0.077670, 0.029126, 0.009709, 0.116505, 0.009709, 0.077670, 0.038835, 0.087379, 0.029126, 0.048544, 0.135922, 0.165049, 0.451923, 0.958333, 104.000000, 28.000000, 0.269231, 0.464286, 0.392857, 0.142857, 0.092857, 0.078571, 0.028571, 0.086957, 0.097826, 0.108696, 0.119565, 0.010870, 0.010870, 0.010870, 0.054348, 0.000000, 0.010870, 0.000000, 0.021739, 0.000000, 0.010870, 0.010870, 0.032609, 0.043478, 0.000000, 0.032609, 0.010870, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021739, 0.000000, 0.032609, 0.043478, 0.086957, 0.043478, 0.097826, -25.600000, -27.580000, 0.040379, 19.330000, 0.019038, 0.511762, -0.246154, -0.544681, -0.049231, -0.914286
covid19_25301-25901_stem-67-130, 0.375000, 0.140625, 0.140625, 0.343750, 0.126984, 0.111111, 0.015873, 0.126984, 0.079365, 0.000000, 0.015873, 0.047619, 0.079365, 0.000000, 0.031746, 0.031746, 0.079365, 0.031746, 0.079365, 0.142857, 0.281250, 1.000000, 64.000000, 13.000000, 0.203125, 0.615385, 0.230769, 0.153846, 0.615385, 0.230769, 0.153846, 0.096774, 0.032258, 0.048387, 0.112903, 0.032258, 0.000000, 0.016129, 0.016129, 0.000000, 0.000000, 0.000000, 0.000000, 0.032258, 0.016129, 0.000000, 0.016129, 0.000000, 0.016129, 0.016129, 0.032258, 0.000000, 0.000000, 0.000000, 0.000000, 0.048387, 0.000000, 0.000000, 0.016129, 0.161290, 0.080645, 0.064516, 0.145161, -8.000000, -9.780000, 0.055948, 6.990000, 0.027812, 0.365290, -0.125000, -0.444444, -0.125000, -0.615385
covid19_25501-26101_stem-416-484, 0.347826, 0.159420, 0.217391, 0.275362, 0.132353, 0.073529, 0.044118, 0.088235, 0.058824, 0.029412, 0.000000, 0.073529, 0.088235, 0.000000, 0.073529, 0.058824, 0.073529, 0.044118, 0.102941, 0.058824, 0.376812, 1.363636, 69.000000, 20.000000, 0.289855, 0.600000, 0.250000, 0.150000, 0.300000, 0.125000, 0.075000, 0.096774, 0.080645, 0.129032, 0.145161, 0.016129, 0.000000, 0.000000, 0.032258, 0.016129, 0.016129, 0.032258, 0.000000, 0.048387, 0.000000, 0.000000, 0.000000, 0.032258, 0.000000, 0.000000, 0.016129, 0.032258, 0.000000, 0.000000, 0.032258, 0.000000, 0.032258, 0.016129, 0.000000, 0.096774, 0.032258, 0.048387, 0.048387, -18.600000, -20.380000, 0.055654, 6.060000, 0.025797, 0.244941, -0.269565, -0.715385, -0.134783, -0.930000
covid19_25501-26101_stem-474-535, 0.290323, 0.193548, 0.177419, 0.338710, 0.049180, 0.114754, 0.081967, 0.049180, 0.081967, 0.016393, 0.000000, 0.098361, 0.049180, 0.016393, 0.016393, 0.098361, 0.098361, 0.049180, 0.081967, 0.098361, 0.370968, 0.916667, 62.000000, 18.000000, 0.290323, 0.555556, 0.333333, 0.111111, 0.277778, 0.166667, 0.055556, 0.115385, 0.115385, 0.134615, 0.134615, 0.038462, 0.000000, 0.000000, 0.038462, 0.000000, 0.019231, 0.000000, 0.000000, 0.038462, 0.019231, 0.000000, 0.000000, 0.019231, 0.000000, 0.019231, 0.038462, 0.000000, 0.000000, 0.000000, 0.000000, 0.019231, 0.019231, 0.000000, 0.000000, 0.057692, 0.057692, 0.038462, 0.076923, -19.600000, -20.290000, 0.327508, 3.080000, 0.011129, 0.146433, -0.316129, -0.852174, -0.158065, -1.088889
covid19_25601-26201_stem-102-183, 0.231707, 0.170732, 0.158537, 0.439024, 0.074074, 0.024691, 0.061728, 0.074074, 0.012346, 0.012346, 0.000000, 0.148148, 0.037037, 0.061728, 0.024691, 0.037037, 0.111111, 0.061728, 0.074074, 0.185185, 0.329268, 0.928571, 82.000000, 20.000000, 0.243902, 0.450000, 0.350000, 0.200000, 0.225000, 0.175000, 0.100000, 0.067568, 0.081081, 0.121622, 0.108108, 0.013514, 0.013514, 0.000000, 0.040541, 0.000000, 0.000000, 0.000000, 0.000000, 0.013514, 0.000000, 0.000000, 0.054054, 0.027027, 0.000000, 0.027027, 0.013514, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013514, 0.013514, 0.040541, 0.081081, 0.067568, 0.013514, 0.189189, -19.900000, -20.920000, 0.192479, 9.850000, 0.012439, 0.323676, -0.242683, -0.737037, -0.121341, -0.995000
covid19_25701-26301_stem-60-126, 0.298507, 0.208955, 0.179104, 0.313433, 0.136364, 0.045455, 0.015152, 0.090909, 0.045455, 0.075758, 0.015152, 0.075758, 0.045455, 0.075758, 0.045455, 0.015152, 0.075758, 0.015152, 0.106061, 0.121212, 0.388060, 0.857143, 67.000000, 17.000000, 0.253731, 0.588235, 0.294118, 0.117647, 0.294118, 0.147059, 0.058824, 0.070175, 0.052632, 0.087719, 0.105263, 0.052632, 0.000000, 0.035088, 0.035088, 0.017544, 0.035088, 0.000000, 0.000000, 0.000000, 0.017544, 0.035088, 0.017544, 0.035088, 0.035088, 0.000000, 0.052632, 0.000000, 0.000000, 0.000000, 0.000000, 0.035088, 0.017544, 0.000000, 0.017544, 0.087719, 0.052632, 0.017544, 0.087719, -11.600000, -12.420000, 0.263931, 8.920000, 0.012239, 0.431038, -0.173134, -0.446154, -0.086567, -0.682353
covid19_25701-26301_stem-366-447, 0.329268, 0.219512, 0.146341, 0.304878, 0.123457, 0.086420, 0.024691, 0.098765, 0.098765, 0.037037, 0.024691, 0.049383, 0.074074, 0.012346, 0.012346, 0.049383, 0.037037, 0.086420, 0.086420, 0.098765, 0.365854, 0.666667, 82.000000, 25.000000, 0.304878, 0.640000, 0.320000, 0.040000, 0.160000, 0.080000, 0.010000, 0.160000, 0.066667, 0.066667, 0.160000, 0.013333, 0.013333, 0.026667, 0.040000, 0.013333, 0.013333, 0.000000, 0.026667, 0.026667, 0.013333, 0.000000, 0.000000, 0.026667, 0.026667, 0.026667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.000000, 0.013333, 0.066667, 0.080000, 0.040000, 0.066667, -18.900000, -20.000000, 0.168533, 4.310000, 0.013415, 0.158826, -0.230488, -0.630000, -0.057622, -0.756000
covid19_25701-26301_stem-428-508, 0.320988, 0.234568, 0.197531, 0.246914, 0.075000, 0.112500, 0.037500, 0.100000, 0.075000, 0.050000, 0.075000, 0.025000, 0.100000, 0.012500, 0.037500, 0.050000, 0.062500, 0.062500, 0.050000, 0.075000, 0.432099, 0.842105, 81.000000, 22.000000, 0.271605, 0.454545, 0.454545, 0.090909, 0.151515, 0.151515, 0.030303, 0.095890, 0.082192, 0.095890, 0.109589, 0.027397, 0.013699, 0.041096, 0.013699, 0.027397, 0.000000, 0.000000, 0.000000, 0.027397, 0.027397, 0.000000, 0.013699, 0.000000, 0.041096, 0.027397, 0.027397, 0.000000, 0.000000, 0.000000, 0.000000, 0.027397, 0.013699, 0.013699, 0.013699, 0.095890, 0.068493, 0.027397, 0.068493, -23.700000, -24.310000, 0.369560, 2.200000, 0.007531, 0.082580, -0.292593, -0.677143, -0.097531, -1.077273
covid19_25901-26501_stem-17-84, 0.352941, 0.147059, 0.220588, 0.279412, 0.134328, 0.074627, 0.044776, 0.089552, 0.044776, 0.029851, 0.000000, 0.074627, 0.089552, 0.000000, 0.074627, 0.059701, 0.074627, 0.044776, 0.104478, 0.059701, 0.367647, 1.500000, 68.000000, 20.000000, 0.294118, 0.600000, 0.250000, 0.150000, 0.300000, 0.125000, 0.075000, 0.098361, 0.081967, 0.131148, 0.147541, 0.016393, 0.000000, 0.000000, 0.032787, 0.016393, 0.016393, 0.032787, 0.000000, 0.049180, 0.000000, 0.000000, 0.000000, 0.032787, 0.000000, 0.000000, 0.016393, 0.032787, 0.000000, 0.000000, 0.032787, 0.000000, 0.032787, 0.016393, 0.000000, 0.081967, 0.032787, 0.049180, 0.049180, -18.600000, -20.240000, 0.069674, 5.670000, 0.024118, 0.224219, -0.273529, -0.744000, -0.136765, -0.930000
covid19_25901-26501_stem-485-548, 0.250000, 0.187500, 0.125000, 0.437500, 0.142857, 0.063492, 0.015873, 0.031746, 0.000000, 0.015873, 0.047619, 0.126984, 0.031746, 0.000000, 0.000000, 0.095238, 0.079365, 0.111111, 0.063492, 0.174603, 0.312500, 0.666667, 64.000000, 14.000000, 0.218750, 0.571429, 0.357143, 0.071429, 0.285714, 0.178571, 0.035714, 0.092593, 0.055556, 0.055556, 0.092593, 0.000000, 0.018519, 0.037037, 0.037037, 0.000000, 0.000000, 0.000000, 0.037037, 0.000000, 0.018519, 0.018519, 0.018519, 0.037037, 0.018519, 0.018519, 0.018519, 0.000000, 0.000000, 0.000000, 0.000000, 0.018519, 0.000000, 0.000000, 0.037037, 0.129630, 0.055556, 0.018519, 0.166667, -10.700000, -11.370000, 0.336024, 5.630000, 0.010469, 0.250405, -0.167187, -0.535000, -0.083594, -0.764286
covid19_26001-26601_stem-11-75, 0.292308, 0.230769, 0.169231, 0.307692, 0.046875, 0.140625, 0.062500, 0.046875, 0.125000, 0.015625, 0.000000, 0.093750, 0.062500, 0.015625, 0.015625, 0.078125, 0.062500, 0.062500, 0.093750, 0.078125, 0.400000, 0.733333, 65.000000, 21.000000, 0.323077, 0.523810, 0.380952, 0.095238, 0.174603, 0.126984, 0.031746, 0.160714, 0.125000, 0.142857, 0.178571, 0.017857, 0.000000, 0.035714, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035714, 0.017857, 0.000000, 0.000000, 0.000000, 0.017857, 0.000000, 0.035714, 0.000000, 0.000000, 0.000000, 0.000000, 0.017857, 0.017857, 0.000000, 0.017857, 0.053571, 0.053571, 0.017857, 0.053571, -20.500000, -21.440000, 0.218750, 5.250000, 0.014462, 0.228442, -0.315385, -0.788462, -0.105128, -0.976190
covid19_26101-26701_stem-526-593, 0.279412, 0.147059, 0.161765, 0.411765, 0.089552, 0.029851, 0.044776, 0.104478, 0.044776, 0.044776, 0.000000, 0.059701, 0.014925, 0.044776, 0.044776, 0.059701, 0.134328, 0.029851, 0.074627, 0.179104, 0.308824, 1.100000, 68.000000, 18.000000, 0.264706, 0.500000, 0.333333, 0.166667, 0.166667, 0.111111, 0.055556, 0.060606, 0.060606, 0.090909, 0.090909, 0.045455, 0.015152, 0.015152, 0.045455, 0.015152, 0.000000, 0.015152, 0.000000, 0.030303, 0.000000, 0.015152, 0.045455, 0.030303, 0.015152, 0.030303, 0.030303, 0.000000, 0.000000, 0.000000, 0.000000, 0.030303, 0.015152, 0.000000, 0.030303, 0.060606, 0.045455, 0.000000, 0.166667, -12.300000, -13.330000, 0.188323, 6.250000, 0.015147, 0.279762, -0.180882, -0.585714, -0.060294, -0.683333
covid19_26201-26801_stem-59-122, 0.218750, 0.156250, 0.218750, 0.406250, 0.047619, 0.047619, 0.079365, 0.047619, 0.015873, 0.000000, 0.063492, 0.063492, 0.047619, 0.031746, 0.047619, 0.095238, 0.111111, 0.079365, 0.031746, 0.190476, 0.375000, 1.400000, 64.000000, 21.000000, 0.328125, 0.428571, 0.285714, 0.285714, 0.142857, 0.095238, 0.095238, 0.096774, 0.080645, 0.145161, 0.193548, 0.048387, 0.016129, 0.000000, 0.016129, 0.000000, 0.000000, 0.000000, 0.016129, 0.016129, 0.016129, 0.000000, 0.032258, 0.000000, 0.000000, 0.048387, 0.032258, 0.000000, 0.000000, 0.000000, 0.000000, 0.032258, 0.016129, 0.000000, 0.016129, 0.032258, 0.016129, 0.032258, 0.096774, -18.200000, -18.760000, 0.402419, 4.780000, 0.008750, 0.218831, -0.284375, -0.758333, -0.094792, -0.866667
covid19_26201-26801_stem-106-167, 0.129032, 0.241935, 0.225806, 0.403226, 0.000000, 0.049180, 0.032787, 0.049180, 0.032787, 0.032787, 0.065574, 0.114754, 0.016393, 0.098361, 0.016393, 0.081967, 0.081967, 0.065574, 0.114754, 0.147541, 0.467742, 0.933333, 62.000000, 13.000000, 0.209677, 0.384615, 0.461538, 0.153846, 0.192308, 0.230769, 0.076923, 0.054545, 0.072727, 0.109091, 0.090909, 0.018182, 0.018182, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.036364, 0.000000, 0.018182, 0.000000, 0.018182, 0.018182, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.054545, 0.036364, 0.109091, 0.090909, 0.218182, -12.600000, -14.010000, 0.101388, 8.690000, 0.022742, 0.450636, -0.203226, -0.434483, -0.101613, -0.969231
covid19_26301-26901_stem-168-234, 0.298507, 0.149254, 0.134328, 0.417910, 0.106061, 0.045455, 0.045455, 0.106061, 0.030303, 0.030303, 0.015152, 0.060606, 0.045455, 0.030303, 0.030303, 0.030303, 0.121212, 0.045455, 0.045455, 0.212121, 0.283582, 0.900000, 67.000000, 18.000000, 0.268657, 0.500000, 0.333333, 0.166667, 0.250000, 0.166667, 0.083333, 0.076923, 0.076923, 0.092308, 0.123077, 0.046154, 0.000000, 0.015385, 0.030769, 0.000000, 0.000000, 0.000000, 0.030769, 0.030769, 0.000000, 0.000000, 0.030769, 0.015385, 0.015385, 0.030769, 0.030769, 0.000000, 0.000000, 0.000000, 0.000000, 0.030769, 0.015385, 0.000000, 0.015385, 0.107692, 0.030769, 0.000000, 0.153846, -10.400000, -11.630000, 0.135447, 10.130000, 0.018358, 0.414851, -0.155224, -0.547368, -0.077612, -0.577778
covid19_26401-27001_stem-342-473, 0.204545, 0.227273, 0.234848, 0.333333, 0.053435, 0.045802, 0.030534, 0.076336, 0.068702, 0.022901, 0.045802, 0.083969, 0.038168, 0.076336, 0.053435, 0.068702, 0.038168, 0.083969, 0.106870, 0.106870, 0.462121, 1.033333, 132.000000, 46.000000, 0.348485, 0.413043, 0.413043, 0.173913, 0.059006, 0.059006, 0.024845, 0.080000, 0.112000, 0.136000, 0.136000, 0.032000, 0.032000, 0.008000, 0.056000, 0.000000, 0.032000, 0.008000, 0.040000, 0.000000, 0.016000, 0.000000, 0.032000, 0.040000, 0.000000, 0.064000, 0.024000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008000, 0.008000, 0.024000, 0.048000, 0.016000, 0.016000, 0.032000, -39.800000, -42.610000, 0.010446, 13.090000, 0.021288, 0.253229, -0.301515, -0.652459, -0.043074, -0.865217
